id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	MT-CD45-|MT-CD45-	MT-CD45-|MT-Lymphoid-B	MT-CD45-|MT-Lymphoid-T-NK	MT-CD45-|MT-MAST	MT-CD45-|MT-Myeloid	MT-CD45-|PT-CD45-	MT-CD45-|PT-Lymphoid-B	MT-CD45-|PT-Lymphoid-T-NK	MT-CD45-|PT-MAST	MT-CD45-|PT-Myeloid	MT-Lymphoid-B|MT-CD45-	MT-Lymphoid-B|MT-Lymphoid-B	MT-Lymphoid-B|MT-Lymphoid-T-NK	MT-Lymphoid-B|MT-MAST	MT-Lymphoid-B|MT-Myeloid	MT-Lymphoid-B|PT-CD45-	MT-Lymphoid-B|PT-Lymphoid-B	MT-Lymphoid-B|PT-Lymphoid-T-NK	MT-Lymphoid-B|PT-MAST	MT-Lymphoid-B|PT-Myeloid	MT-Lymphoid-T-NK|MT-CD45-	MT-Lymphoid-T-NK|MT-Lymphoid-B	MT-Lymphoid-T-NK|MT-Lymphoid-T-NK	MT-Lymphoid-T-NK|MT-MAST	MT-Lymphoid-T-NK|MT-Myeloid	MT-Lymphoid-T-NK|PT-CD45-	MT-Lymphoid-T-NK|PT-Lymphoid-B	MT-Lymphoid-T-NK|PT-Lymphoid-T-NK	MT-Lymphoid-T-NK|PT-MAST	MT-Lymphoid-T-NK|PT-Myeloid	MT-MAST|MT-CD45-	MT-MAST|MT-Lymphoid-B	MT-MAST|MT-Lymphoid-T-NK	MT-MAST|MT-MAST	MT-MAST|MT-Myeloid	MT-MAST|PT-CD45-	MT-MAST|PT-Lymphoid-B	MT-MAST|PT-Lymphoid-T-NK	MT-MAST|PT-MAST	MT-MAST|PT-Myeloid	MT-Myeloid|MT-CD45-	MT-Myeloid|MT-Lymphoid-B	MT-Myeloid|MT-Lymphoid-T-NK	MT-Myeloid|MT-MAST	MT-Myeloid|MT-Myeloid	MT-Myeloid|PT-CD45-	MT-Myeloid|PT-Lymphoid-B	MT-Myeloid|PT-Lymphoid-T-NK	MT-Myeloid|PT-MAST	MT-Myeloid|PT-Myeloid	PT-CD45-|MT-CD45-	PT-CD45-|MT-Lymphoid-B	PT-CD45-|MT-Lymphoid-T-NK	PT-CD45-|MT-MAST	PT-CD45-|MT-Myeloid	PT-CD45-|PT-CD45-	PT-CD45-|PT-Lymphoid-B	PT-CD45-|PT-Lymphoid-T-NK	PT-CD45-|PT-MAST	PT-CD45-|PT-Myeloid	PT-Lymphoid-B|MT-CD45-	PT-Lymphoid-B|MT-Lymphoid-B	PT-Lymphoid-B|MT-Lymphoid-T-NK	PT-Lymphoid-B|MT-MAST	PT-Lymphoid-B|MT-Myeloid	PT-Lymphoid-B|PT-CD45-	PT-Lymphoid-B|PT-Lymphoid-B	PT-Lymphoid-B|PT-Lymphoid-T-NK	PT-Lymphoid-B|PT-MAST	PT-Lymphoid-B|PT-Myeloid	PT-Lymphoid-T-NK|MT-CD45-	PT-Lymphoid-T-NK|MT-Lymphoid-B	PT-Lymphoid-T-NK|MT-Lymphoid-T-NK	PT-Lymphoid-T-NK|MT-MAST	PT-Lymphoid-T-NK|MT-Myeloid	PT-Lymphoid-T-NK|PT-CD45-	PT-Lymphoid-T-NK|PT-Lymphoid-B	PT-Lymphoid-T-NK|PT-Lymphoid-T-NK	PT-Lymphoid-T-NK|PT-MAST	PT-Lymphoid-T-NK|PT-Myeloid	PT-MAST|MT-CD45-	PT-MAST|MT-Lymphoid-B	PT-MAST|MT-Lymphoid-T-NK	PT-MAST|MT-MAST	PT-MAST|MT-Myeloid	PT-MAST|PT-CD45-	PT-MAST|PT-Lymphoid-B	PT-MAST|PT-Lymphoid-T-NK	PT-MAST|PT-MAST	PT-MAST|PT-Myeloid	PT-Myeloid|MT-CD45-	PT-Myeloid|MT-Lymphoid-B	PT-Myeloid|MT-Lymphoid-T-NK	PT-Myeloid|MT-MAST	PT-Myeloid|MT-Myeloid	PT-Myeloid|PT-CD45-	PT-Myeloid|PT-Lymphoid-B	PT-Myeloid|PT-Lymphoid-T-NK	PT-Myeloid|PT-MAST	PT-Myeloid|PT-Myeloid
CPI-CS04F158618	IL17 receptor AC_IL17A	complex:IL17 receptor AC	simple:Q16552		IL17A	True	True	False	curated	False	0.0	0.0	0.063	0.0	0.0	0.063	0.066	0.085	0.0	0.062	0.0	0.0	0.009	0.0	0.0	0.008	0.012	0.031	0.0	0.007	0.0	0.0	0.006	0.0	0.0	0.005	0.009	0.028	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.011	0.014	0.033	0.0	0.01	0.0	0.0	0.108	0.0	0.0	0.108	0.111	0.13	0.0	0.107	0.0	0.0	0.016	0.0	0.0	0.016	0.019	0.038	0.0	0.015	0.0	0.0	0.005	0.0	0.0	0.005	0.008	0.027	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.031	0.035	0.053	0.0	0.03
CPI-CS0558AB6A5	IL17 receptor AC_IL17F	complex:IL17 receptor AC	simple:Q96PD4		IL17F	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.066	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.012	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.009	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.014	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.111	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.02	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.008	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.035	0.0	0.031
CPI-CS0BA342294	IL17 receptor AE_IL17C	complex:IL17 receptor AE	simple:Q9P0M4		IL17C	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.015	0.0	0.0
CPI-CS09831CCFD	IL18 receptor_IL18	complex:IL18 receptor	simple:Q14116		IL18	True	True	False	curated	False	0.31	0.0	0.008	0.653	0.448	0.063	0.006	0.005	0.396	0.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313	0.0	0.011	0.656	0.451	0.066	0.009	0.009	0.399	0.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.0	0.02	0.665	0.46	0.075	0.018	0.017	0.408	0.321	0.315	0.0	0.013	0.658	0.452	0.067	0.011	0.01	0.401	0.314	0.311	0.0	0.009	0.655	0.449	0.064	0.007	0.007	0.397	0.31	0.311	0.0	0.009	0.654	0.448	0.063	0.007	0.006	0.397	0.31	0.321	0.0	0.019	0.664	0.459	0.074	0.017	0.017	0.407	0.32	0.333	0.0	0.031	0.676	0.471	0.086	0.029	0.028	0.419	0.332
CPI-CS0D48BE017	IL2 receptor_HA_IL2	complex:IL2 receptor_HA	simple:P60568		IL2	True	True	False	curated	False	0.0	0.008	0.037	0.0	0.02	0.002	0.008	0.054	0.016	0.015	0.0	0.041	0.07	0.0	0.053	0.036	0.041	0.087	0.049	0.048	0.0	0.058	0.087	0.0	0.07	0.052	0.058	0.104	0.066	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.053	0.0	0.036	0.019	0.025	0.07	0.032	0.031	0.0	0.018	0.047	0.0	0.03	0.012	0.018	0.064	0.026	0.024	0.0	0.098	0.127	0.0	0.11	0.092	0.098	0.144	0.106	0.104	0.0	0.184	0.213	0.0	0.196	0.178	0.184	0.23	0.192	0.191	0.0	0.022	0.051	0.0	0.034	0.016	0.022	0.068	0.03	0.028	0.0	0.123	0.151	0.0	0.135	0.117	0.123	0.169	0.131	0.129
CPI-CS0A34112A6	IL2 receptor_I_IL2	complex:IL2 receptor_I	simple:P60568		IL2	True	True	False	curated	False	0.0	0.015	0.044	0.0	0.027	0.009	0.015	0.061	0.023	0.021	0.0	0.05	0.079	0.0	0.062	0.044	0.05	0.096	0.058	0.056	0.0	0.281	0.309	0.0	0.292	0.275	0.281	0.326	0.289	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.135	0.0	0.119	0.101	0.107	0.153	0.115	0.113	0.0	0.025	0.054	0.0	0.037	0.019	0.025	0.071	0.033	0.032	0.0	0.098	0.127	0.0	0.11	0.092	0.098	0.144	0.106	0.104	0.0	0.364	0.393	0.0	0.376	0.358	0.364	0.41	0.372	0.37	0.0	0.022	0.051	0.0	0.034	0.016	0.022	0.068	0.03	0.028	0.0	0.123	0.151	0.0	0.135	0.117	0.123	0.169	0.131	0.129
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	NGFR	IL2	True	True	False	I2D	False	0.0	0.02	0.049	0.0	0.032	0.014	0.02	0.066	0.028	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.049	0.0	0.032	0.014	0.02	0.066	0.028	0.026	0.0	0.657	0.686	0.0	0.669	0.652	0.657	0.703	0.665	0.664	0.0	0.016	0.044	0.0	0.027	0.01	0.016	0.061	0.023	0.022	0.0	0.018	0.046	0.0	0.029	0.012	0.018	0.063	0.026	0.024	0.0	0.007	0.036	0.0	0.019	0.001	0.007	0.053	0.015	0.014	0.0	0.015	0.043	0.0	0.026	0.009	0.015	0.06	0.023	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.043	0.0	0.026	0.008	0.014	0.06	0.022	0.021
CPI-SS0A93C11C8	NGFR_BDNF	simple:P08138	simple:P23560	NGFR	BDNF	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0
CPI-SS01BCB9360	NCAM1_BDNF	simple:P13591	simple:P23560	NCAM1	BDNF	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0
CPI-SS0C23EF34B	NCAM1_GDNF	simple:P13591	simple:P39905	NCAM1	GDNF	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0
CPI-CS0553FFC41	IL20 receptor Type I_IL24	complex:IL20 receptor Type I	simple:Q13007		IL24	True	True	False	curated	False	0.0	0.0	0.001	0.0	0.0	0.012	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.025	0.0	0.0	0.0	0.017	0.0	0.0	0.001	0.0	0.0	0.012	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0CF47221A	IL20 receptor Type II_IL24	complex:IL20 receptor Type II	simple:Q13007		IL24	True	True	False	curated	False	0.0	0.0	0.001	0.0	0.0	0.012	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.025	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07D71C546	NOTCH2_IL24	simple:Q04721	simple:Q13007	NOTCH2	IL24	True	True	False	IMEx,InnateDB-All,MINT	False	0.0	0.0	0.066	0.0	0.0	0.077	0.0	0.0	0.0	0.068	0.0	0.0	0.113	0.0	0.0	0.124	0.0	0.0	0.0	0.115	0.0	0.0	0.059	0.0	0.0	0.069	0.0	0.0	0.0	0.061	0.0	0.0	0.971	0.0	0.0	0.982	0.0	0.0	0.0	0.973	0.0	0.0	0.269	0.0	0.0	0.28	0.0	0.0	0.0	0.271	0.0	0.0	0.172	0.0	0.0	0.183	0.0	0.0	0.0	0.174	0.0	0.0	0.099	0.0	0.0	0.109	0.0	0.0	0.0	0.101	0.0	0.0	0.068	0.0	0.0	0.079	0.0	0.0	0.0	0.071	0.0	0.0	0.186	0.0	0.0	0.197	0.0	0.0	0.0	0.188	0.0	0.0	0.255	0.0	0.0	0.266	0.0	0.0	0.0	0.258
CPI-CS0AB365861	IL20 receptor Type I_IL20	complex:IL20 receptor Type I	simple:Q9NYY1		IL20	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0E8ADC968	IL20 receptor Type II_IL20	complex:IL20 receptor Type II	simple:Q9NYY1		IL20	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.218	0.084	0.066	0.0	0.0	0.167	0.074	0.066	0.0	0.091	0.265	0.131	0.113	0.0	0.0	0.214	0.121	0.113	0.0	0.138	0.211	0.077	0.059	0.0	0.0	0.159	0.067	0.058	0.0	0.083	1.123	0.989	0.971	0.0	0.0	1.072	0.979	0.971	0.0	0.996	0.421	0.287	0.269	0.0	0.0	0.369	0.277	0.268	0.0	0.294	0.324	0.19	0.172	0.0	0.0	0.272	0.18	0.171	0.0	0.197	0.251	0.117	0.099	0.0	0.0	0.199	0.107	0.098	0.0	0.123	0.22	0.086	0.068	0.0	0.0	0.169	0.076	0.068	0.0	0.093	0.338	0.204	0.186	0.0	0.0	0.287	0.194	0.186	0.0	0.211	0.407	0.274	0.256	0.0	0.0	0.356	0.264	0.255	0.0	0.28
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.208	0.074	0.056	0.0	0.0	0.157	0.064	0.056	0.0	0.081	0.175	0.041	0.023	0.0	0.0	0.124	0.031	0.023	0.0	0.048	0.194	0.06	0.042	0.0	0.0	0.143	0.05	0.042	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.09	0.072	0.0	0.0	0.172	0.08	0.071	0.0	0.096	0.28	0.146	0.128	0.0	0.0	0.228	0.136	0.127	0.0	0.153	0.183	0.049	0.031	0.0	0.0	0.132	0.039	0.031	0.0	0.056	0.204	0.071	0.052	0.0	0.0	0.153	0.06	0.052	0.0	0.077	0.198	0.064	0.046	0.0	0.0	0.146	0.054	0.046	0.0	0.071	0.232	0.098	0.08	0.0	0.0	0.181	0.088	0.08	0.0	0.105
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	curated	False	0.177	0.044	0.025	0.0	0.0	0.126	0.033	0.025	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.02	0.002	0.0	0.0	0.103	0.01	0.002	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.057	0.039	0.0	0.0	0.14	0.047	0.039	0.0	0.064	0.215	0.081	0.063	0.0	0.0	0.163	0.071	0.062	0.0	0.087	0.166	0.032	0.014	0.0	0.0	0.114	0.022	0.014	0.0	0.039	0.155	0.021	0.003	0.0	0.0	0.103	0.011	0.002	0.0	0.027	0.176	0.042	0.024	0.0	0.0	0.125	0.032	0.024	0.0	0.049	0.205	0.071	0.053	0.0	0.0	0.153	0.061	0.052	0.0	0.078
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	NOTCH2	DLL3	False	True	False	curated	False	0.075	0.0	0.0	0.0	0.0	0.066	0.072	0.067	0.0	0.067	0.121	0.0	0.0	0.0	0.0	0.113	0.118	0.114	0.0	0.114	0.067	0.0	0.0	0.0	0.0	0.059	0.064	0.059	0.0	0.059	0.979	0.0	0.0	0.0	0.0	0.971	0.976	0.972	0.0	0.972	0.277	0.0	0.0	0.0	0.0	0.269	0.274	0.27	0.0	0.27	0.18	0.0	0.0	0.0	0.0	0.172	0.177	0.173	0.0	0.173	0.107	0.0	0.0	0.0	0.0	0.099	0.104	0.099	0.0	0.099	0.077	0.0	0.0	0.0	0.0	0.068	0.074	0.069	0.0	0.069	0.194	0.0	0.0	0.0	0.0	0.186	0.191	0.187	0.0	0.187	0.264	0.0	0.0	0.0	0.0	0.256	0.261	0.256	0.0	0.256
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	0.065	0.0	0.0	0.0	0.0	0.056	0.062	0.057	0.0	0.057	0.032	0.0	0.0	0.0	0.0	0.023	0.029	0.024	0.0	0.024	0.051	0.0	0.0	0.0	0.0	0.042	0.048	0.043	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.072	0.077	0.072	0.0	0.072	0.136	0.0	0.0	0.0	0.0	0.128	0.133	0.129	0.0	0.129	0.04	0.0	0.0	0.0	0.0	0.031	0.037	0.032	0.0	0.032	0.061	0.0	0.0	0.0	0.0	0.052	0.058	0.053	0.0	0.053	0.054	0.0	0.0	0.0	0.0	0.046	0.051	0.047	0.0	0.047	0.089	0.0	0.0	0.0	0.0	0.08	0.086	0.081	0.0	0.081
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	NOTCH4	DLL3	False	True	False	curated	False	0.034	0.0	0.0	0.0	0.0	0.025	0.031	0.026	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002	0.008	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.039	0.045	0.04	0.0	0.04	0.071	0.0	0.0	0.0	0.0	0.063	0.068	0.063	0.0	0.063	0.022	0.0	0.0	0.0	0.0	0.014	0.019	0.015	0.0	0.015	0.011	0.0	0.0	0.0	0.0	0.003	0.008	0.003	0.0	0.003	0.033	0.0	0.0	0.0	0.0	0.024	0.03	0.025	0.0	0.025	0.061	0.0	0.0	0.0	0.0	0.053	0.058	0.054	0.0	0.054
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.103	0.0	0.071	0.0	0.067	0.098	0.069	0.069	0.0	0.067	0.15	0.0	0.118	0.0	0.114	0.145	0.116	0.116	0.0	0.114	0.096	0.0	0.063	0.0	0.06	0.09	0.061	0.062	0.0	0.059	1.008	0.0	0.976	0.0	0.972	1.003	0.974	0.974	0.0	0.972	0.306	0.0	0.274	0.0	0.27	0.301	0.271	0.272	0.0	0.269	0.209	0.0	0.177	0.0	0.173	0.204	0.174	0.175	0.0	0.172	0.136	0.0	0.103	0.0	0.1	0.13	0.101	0.102	0.0	0.099	0.105	0.0	0.073	0.0	0.069	0.1	0.071	0.071	0.0	0.069	0.223	0.0	0.191	0.0	0.187	0.218	0.189	0.189	0.0	0.187	0.293	0.0	0.26	0.0	0.257	0.287	0.258	0.259	0.0	0.256
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	curated	False	0.093	0.0	0.061	0.0	0.057	0.088	0.059	0.059	0.0	0.057	0.06	0.0	0.028	0.0	0.024	0.055	0.026	0.026	0.0	0.024	0.079	0.0	0.047	0.0	0.043	0.074	0.045	0.045	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.076	0.0	0.073	0.103	0.074	0.075	0.0	0.072	0.165	0.0	0.133	0.0	0.129	0.16	0.13	0.131	0.0	0.128	0.068	0.0	0.036	0.0	0.033	0.063	0.034	0.034	0.0	0.032	0.09	0.0	0.057	0.0	0.054	0.084	0.055	0.055	0.0	0.053	0.083	0.0	0.051	0.0	0.047	0.078	0.048	0.049	0.0	0.046	0.117	0.0	0.085	0.0	0.081	0.112	0.083	0.083	0.0	0.081
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	curated	False	0.063	0.0	0.03	0.0	0.027	0.057	0.028	0.028	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.007	0.0	0.004	0.034	0.005	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.044	0.0	0.04	0.071	0.042	0.042	0.0	0.04	0.1	0.0	0.067	0.0	0.064	0.094	0.065	0.066	0.0	0.063	0.051	0.0	0.019	0.0	0.015	0.046	0.017	0.017	0.0	0.015	0.04	0.0	0.007	0.0	0.004	0.034	0.005	0.006	0.0	0.003	0.061	0.0	0.029	0.0	0.026	0.056	0.027	0.027	0.0	0.025	0.09	0.0	0.058	0.0	0.054	0.085	0.055	0.056	0.0	0.053
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	NOTCH3	JAG2	False	True	False	curated	False	0.107	0.0	0.075	0.0	0.071	0.102	0.072	0.073	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.016	0.0	0.013	0.043	0.014	0.015	0.0	0.012	0.253	0.0	0.22	0.0	0.217	0.247	0.218	0.219	0.0	0.216	0.04	0.0	0.007	0.0	0.004	0.034	0.005	0.006	0.0	0.003	0.038	0.0	0.006	0.0	0.002	0.033	0.004	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.007	0.0	0.004	0.034	0.005	0.006	0.0	0.003
