gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	MT-CD45-	MT-Lymphoid-B	MT-Lymphoid-T-NK	MT-MAST	MT-Myeloid	PT-CD45-	PT-Lymphoid-B	PT-Lymphoid-T-NK	PT-MAST	PT-Myeloid
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC036D78A43	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0AD6D8724	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC040C26CBD	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.298	0.0	0.015	0.0	0.012	0.161	0.011	0.029	0.0	0.007
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.243	0.011	0.013	0.0	0.0	0.116	0.025	0.015	0.082	0.007
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.243	0.011	0.013	0.0	0.0	0.116	0.025	0.015	0.082	0.007
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.243	0.011	0.013	0.0	0.0	0.116	0.025	0.015	0.082	0.007
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0.243	0.011	0.013	0.0	0.0	0.116	0.025	0.015	0.082	0.007
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.073	0.387	0.784	0.0	0.794	0.279	0.424	0.674	0.352	0.819
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.13	0.048	0.244	0.0	0.675	0.619	0.03	0.2	0.166	0.574
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	0.13	0.048	0.244	0.0	0.675	0.619	0.03	0.2	0.166	0.574
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.13	0.048	0.244	0.0	0.675	0.619	0.03	0.2	0.166	0.574
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC062C5C6C2	0.13	0.048	0.244	0.0	0.675	0.619	0.03	0.2	0.166	0.574
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0.13	0.048	0.244	0.0	0.675	0.619	0.03	0.2	0.166	0.574
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.746	0.168	0.227	0.0	0.164	0.417	0.269	0.086	0.048	0.046
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.079	0.0	0.001	0.0	0.006	0.108	0.003	0.001	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.032	0.026	0.0	0.0	0.0	0.106	0.09	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	0.032	0.026	0.0	0.0	0.0	0.106	0.09	0.0	0.0	0.003
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.059	0.0	0.0	0.0	0.01	0.056	0.0	0.001	0.2	0.08
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.059	0.0	0.0	0.0	0.01	0.056	0.0	0.001	0.2	0.08
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.059	0.0	0.0	0.0	0.01	0.056	0.0	0.001	0.2	0.08
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0.294	0.107	0.11	0.0	0.433	0.708	0.056	0.127	0.352	0.532
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0.294	0.107	0.11	0.0	0.433	0.708	0.056	0.127	0.352	0.532
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.053	0.0	0.003	0.0	0.011	0.204	0.005	0.001	0.0	0.0
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC02017BE74	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0861656EC	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0092846B0	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0082A7233	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0674C647E	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03D71E025	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC060984F83	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B066E03C	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05F111D21	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC041215790	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC037C3901A	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247375A7	0.068	0.0	0.0	0.0	0.0	0.408	0.002	0.0	0.0	0.004
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.239	0.037	0.154	0.0	0.045	0.819	0.076	0.414	0.036	0.075
