,max_Type,prop
IRF7-IRF9,5,0.3333333333333333
KRAS-COX6C,3,0.5185185185185185
ELL-NRAS,5,0.4444444444444444
CCND3-ABL1,3,0.37037037037037035
RBM15-TMSB10,3,0.5185185185185185
PTTG1-SERPINB8,3,0.3333333333333333
RNPS1-TSC22D2,5,0.4444444444444444
COPS2-KRAS,5,0.48148148148148145
CD2AP-HK3,5,0.3333333333333333
BAK1-SP3,4,0.37037037037037035
MUS81-CCT7,5,0.37037037037037035
RNF139-ZNF7,3,0.3333333333333333
ABCC10-CSK,4,0.25925925925925924
EXOSC9-TTC4,5,0.5185185185185185
SLCO4A1-SRGAP1,5,0.4444444444444444
RPL35A-BRCA1,5,0.25925925925925924
TAGLN-TFCP2,4,0.3333333333333333
MRPL18-TPRKB,5,0.37037037037037035
FASN-MYC,5,0.4444444444444444
CASP2-BRCA1,2,0.3333333333333333
ADORA2A-NRAS,3,0.3333333333333333
BNIP1-TUBGCP3,5,0.4444444444444444
CTNNBL1-MED28,5,0.4444444444444444
NCAPD2-ROMO1,4,0.2962962962962963
CSK-GNPNAT1,4,0.37037037037037035
KIAA1524-PTPRN2,5,0.3333333333333333
CSE1L-TYMS,4,0.2222222222222222
CAMK2G-EHMT2,5,0.4074074074074074
HRAS-SPTY2D1,5,0.4074074074074074
HSF1-TK2,5,0.5185185185185185
CASP3-KRAS,5,0.4444444444444444
GNS-PLXNA3,5,0.37037037037037035
AP4E1-KRAS,5,0.48148148148148145
GALNT10-SLCO4A1,5,0.4444444444444444
CDC27-UTP18,5,0.5185185185185185
ACTN4-FAF1,5,0.4074074074074074
HRAS-MNDA,3,0.4444444444444444
ACTL6A-GTF3C3,5,0.4074074074074074
NUMA1-SF1,5,0.4074074074074074
KLF9-SNRPB,5,0.37037037037037035
EXOSC4-RBBP8,5,0.4074074074074074
DNAJB11-BRCA1,2,0.2962962962962963
CSK-TRAF5,5,0.3333333333333333
EPOR-MYC,5,0.48148148148148145
MARCO-TBCCD1,3,0.4074074074074074
MUS81-CHST12,5,0.4444444444444444
BCR-LAPTM4B,1,0.2222222222222222
MED6-TMX1,5,0.4074074074074074
NME1-TNF,3,0.4444444444444444
KCTD10-RPL13,3,0.3333333333333333
COG3-MAPKAP1,5,0.3333333333333333
KRAS-SLC35B4,3,0.37037037037037035
CMPK1-STAT4,5,0.37037037037037035
MYC-ZNF678,2,0.4444444444444444
PSMB7-SSBP1,5,0.37037037037037035
COG3-TAF2,5,0.37037037037037035
CREG1-PLCB3,3,0.37037037037037035
CRELD2-HRAS,5,0.5185185185185185
HRAS-NLRC4,5,0.37037037037037035
COPS2-MED28,5,0.4444444444444444
METRNL-TAF8,5,0.48148148148148145
ASPH-NRAS,5,0.48148148148148145
PPM1M-SDHC,5,0.4074074074074074
GOSR1-NRAS,5,0.5185185185185185
BCR-CXCR4,4,0.2222222222222222
MRPL3-NCBP2,5,0.4444444444444444
ARGLU1-RPL13,4,0.3333333333333333
TIMM8A-TP53,3,0.2962962962962963
LTBP4-ZNF131,5,0.3333333333333333
CSK-FNDC3B,5,0.37037037037037035
CDC7-PDE1B,2,0.4074074074074074
EIF2AK1-RREB1,5,0.5185185185185185
NAE1-NPM1,4,0.2962962962962963
PTBP2-ZNF644,5,0.5185185185185185
ERI1-PI4KB,5,0.37037037037037035
CDA-GOLGB1,5,0.37037037037037035
SENP7-TBL1XR1,4,0.3333333333333333
EXOSC4-MRPS27,4,0.3333333333333333
RAN-TPX2,2,0.37037037037037035
TMEM230-HNRNPF,5,0.4074074074074074
MYC-TST,5,0.4074074074074074
PTTG1-DYRK2,3,0.25925925925925924
BRAF-SPINT2,3,0.3333333333333333
ATF6-CARD9,5,0.37037037037037035
MDN1-MYC,5,0.4444444444444444
DNAJC8-TMEM222,5,0.48148148148148145
NR4A3-SLC39A1,5,0.37037037037037035
ACTL6A-MRPL43,5,0.4074074074074074
ERBB2IP-QSOX1,5,0.48148148148148145
GTF3C4-SURF2,5,0.2962962962962963
AURKA-MAPKAP1,5,0.37037037037037035
BLM-RDH13,5,0.2962962962962963
MUS81-FER,5,0.48148148148148145
MIB2-TAF1A,5,0.2962962962962963
FEZ2-LMNA,5,0.48148148148148145
CEP63-MAST2,5,0.5185185185185185
MRPL42-NACA,3,0.2962962962962963
AP2B1-NRAS,5,0.4074074074074074
EIF3M-EIF4A1,5,0.4074074074074074
POLH-TMEM19,5,0.37037037037037035
NUSAP1-SDC4,3,0.4444444444444444
ECH1-TXNDC5,2,0.4444444444444444
ELL-HRAS,5,0.4074074074074074
BCR-PDLIM5,2,0.2222222222222222
MCM6-NRAS,4,0.2222222222222222
ABCC4-ERCC4,5,0.2222222222222222
PIK3CA-BRCA1,5,0.2962962962962963
LPIN1-ZNF598,5,0.4074074074074074
ANAPC13-MBTPS2,5,0.5185185185185185
KRAS-UCHL5,5,0.4074074074074074
PTEN-GPR162,5,0.3333333333333333
AURKA-EIF6,5,0.5925925925925926
PTEN-DDAH2,5,0.5185185185185185
ENPP4-KRAS,5,0.4074074074074074
HRAS-SPPL2B,5,0.4074074074074074
HDAC2-RNGTT,5,0.48148148148148145
COG3-METAP2,5,0.48148148148148145
KRAS-CRLS1,5,0.4074074074074074
HEMK1-KRAS,5,0.4444444444444444
MRPS5-PMPCB,4,0.3333333333333333
UPP1-ZNF573,2,0.37037037037037035
POLD1-POLM,5,0.37037037037037035
CHMP4A-NAE1,5,0.37037037037037035
CSF2RB-PTCD1,2,0.4444444444444444
COG7-RAB1A,5,0.4074074074074074
INPP5B-NUP155,5,0.4444444444444444
PTEN-CDKN1C,4,0.3333333333333333
MRPS35-SF3B1,3,0.2962962962962963
PRKAB2-SERPINH1,3,0.2962962962962963
MAZ-MLST8,5,0.37037037037037035
FMNL2-MGAT4B,5,0.48148148148148145
NDN-TPX2,6,0.48148148148148145
NOL3-BRCA1,2,0.37037037037037035
MUS81-GIT2,5,0.3333333333333333
EXOSC3-TBCB,3,0.2962962962962963
MED28-MRPL50,5,0.4074074074074074
CEBPD-RSL1D1,4,0.4074074074074074
DIDO1-NAE1,5,0.4444444444444444
DOCK10-KRAS,5,0.4444444444444444
PRCC-ZFP36L1,5,0.3333333333333333
ADRBK2-MYC,5,0.37037037037037035
TPM1-DSTN,5,0.4074074074074074
HGS-PCM1,5,0.4444444444444444
KRAS-ACVR2A,5,0.2962962962962963
IFFO1-TSC22D2,5,0.4074074074074074
ARHGAP26-CPSF1,5,0.48148148148148145
NRAS-SNX10,5,0.4074074074074074
ALAD-STMN1,4,0.4074074074074074
ASAP1-STK32C,3,0.2962962962962963
MCPH1-NOTCH2,5,0.48148148148148145
BOD1L1-NDUFB1,5,0.37037037037037035
ACY1-ATR,4,0.4074074074074074
BECN1-MAP1LC3A,4,0.37037037037037035
ANKFY1-MED17,5,0.37037037037037035
MRPS18A-PSMD1,5,0.3333333333333333
PARP1-USP11,4,0.37037037037037035
CINP-FGD4,5,0.5185185185185185
FH-GTF2H4,4,0.2962962962962963
PRR14-ZNF688,4,0.3333333333333333
MUS81-SKP1,3,0.3333333333333333
BSG-PIM1,3,0.4074074074074074
POLM-WRAP53,5,0.4444444444444444
HRAS-PRKCD,5,0.37037037037037035
NRAS-RAF1,5,0.5185185185185185
PARP2-SSBP1,1,0.18518518518518517
MED28-NAA50,5,0.4074074074074074
PCMTD2-SLC16A1,4,0.37037037037037035
ZBTB11-RNF146,5,0.4074074074074074
ARFGEF1-MAPRE1,5,0.5555555555555556
REXO2-TUBB,3,0.4444444444444444
ARIH1-ATP6AP1,5,0.48148148148148145
CEBPD-TCOF1,4,0.4444444444444444
CALU-ZCCHC24,2,0.37037037037037035
KRAS-TBC1D8,4,0.3333333333333333
BRAF-HSP90AA1,3,0.48148148148148145
GLS-TSC1,5,0.37037037037037035
BLM-RPLP0,3,0.37037037037037035
RALY-STAT6,4,0.2962962962962963
DNPEP-NRAS,5,0.48148148148148145
ASCC3-EIF3C,5,0.5185185185185185
LXN-URB2,1,0.2222222222222222
HK3-RALGAPB,3,0.3333333333333333
PTTG1-PIGN,4,0.3333333333333333
RASA2-TRPC4AP,5,0.5185185185185185
PDPK1-RRM1,3,0.3333333333333333
MAEA-NAE1,5,0.4074074074074074
PRPF4B-PTPRN2,5,0.48148148148148145
HBS1L-WDR61,5,0.4074074074074074
KLF10-LYRM1,5,0.5185185185185185
TRMO-NRAS,5,0.5555555555555556
COPS4-EXOSC9,5,0.4074074074074074
NRAS-YME1L1,5,0.5185185185185185
NAE1-PRKCZ,5,0.25925925925925924
EXOSC9-NDUFB1,5,0.37037037037037035
SNRNP40-USP1,5,0.37037037037037035
CSK-XRRA1,4,0.3333333333333333
BLM-EBP,5,0.48148148148148145
NARS2-KRAS,5,0.48148148148148145
KRAS-ZNF254,3,0.37037037037037035
BLM-CITED4,5,0.4444444444444444
EIF5A2-HRAS,4,0.25925925925925924
COG3-EXOSC9,5,0.5555555555555556
NRAS-PIN1,5,0.3333333333333333
BLM-GPS1,4,0.3333333333333333
FAM193A-RPRD2,5,0.37037037037037035
MRPS5-STARD4,5,0.4074074074074074
CDC42BPB-RGS1,3,0.37037037037037035
AUP1-PADI2,5,0.3333333333333333
TTC4-WARS2,5,0.5925925925925926
HCK-TYMS,3,0.25925925925925924
BRCA2-SPHK2,4,0.3333333333333333
LDB1-PBX2,5,0.4074074074074074
BAP1-PARP1,4,0.2962962962962963
DDX10-PPARA,5,0.48148148148148145
GRB2-HMGCR,5,0.3333333333333333
MYD88-NAE1,5,0.2962962962962963
FNTA-ARPC5,3,0.5185185185185185
PTEN-GPRC5C,3,0.2962962962962963
ARIH1-POLE,2,0.2962962962962963
MED28-SNRPC,4,0.37037037037037035
HRAS-PRKAR2B,5,0.4444444444444444
PTTG1-ANXA7,4,0.37037037037037035
ATP13A1-FARSA,5,0.4074074074074074
COPB2-KRAS,5,0.4444444444444444
DCTN4-HRAS,5,0.5185185185185185
KRAS-UBA52,3,0.4074074074074074
RCN3-WASL,5,0.4444444444444444
PSMD1-SEC22B,5,0.37037037037037035
CDK9-MSH6,5,0.4444444444444444
GTPBP1-ZBED4,5,0.4074074074074074
DAGLB-TMX3,5,0.37037037037037035
REXO2-SPAG7,5,0.48148148148148145
ADAM10-TRPC4AP,5,0.37037037037037035
DHRS13-TRIP11,4,0.25925925925925924
BIRC5-CFLAR,3,0.3333333333333333
VIM-MFSD2A,5,0.4444444444444444
MDM2-PPM1D,5,0.4074074074074074
KRAS-LSS,5,0.37037037037037035
ACE-NAE1,2,0.37037037037037035
AURKA-BOD1L1,5,0.5185185185185185
BNIP3-NAE1,5,0.37037037037037035
ACTL6A-ARL2,4,0.3333333333333333
PLXNB2-TRIOBP,5,0.37037037037037035
MYC-XIAP,5,0.4444444444444444
CAND1-NAE1,4,0.4074074074074074
CFH-TOPBP1,2,0.48148148148148145
MUS81-MXD1,5,0.3333333333333333
HRAS-RPS14,3,0.3333333333333333
LONP1-SDHC,5,0.4444444444444444
FGD4-TPM2,5,0.3333333333333333
ITGB1-PTGS1,5,0.37037037037037035
PSMA1-PSMD13,5,0.37037037037037035
MED9-ZMAT2,5,0.48148148148148145
KRAS-H3F3B,5,0.48148148148148145
RETSAT-RGS16,3,0.37037037037037035
MRPL22-NCAPD2,4,0.2962962962962963
SMC2-ZNF273,5,0.37037037037037035
PEX2-BRCA1,2,0.2222222222222222
KRAS-KRIT1,5,0.48148148148148145
NACA-ZNRD1,4,0.2962962962962963
CCDC84-INTS5,5,0.5555555555555556
MCM5-RFC2,4,0.37037037037037035
SLCO4A1-TWSG1,5,0.4444444444444444
AKAP8-RAB8A,5,0.4074074074074074
PTTG1-SRSF6,4,0.3333333333333333
EFNA4-PLSCR1,3,0.4444444444444444
CSK-PI4K2A,3,0.2962962962962963
RNASEL-SLC29A1,3,0.25925925925925924
ISCA1-SPTLC1,5,0.4074074074074074
ATAD5-FANCM,6,0.3333333333333333
SLC19A2-SPATS2L,5,0.48148148148148145
ACTL6A-RPL13,4,0.3333333333333333
ADAT1-MYC,5,0.37037037037037035
KRAS-EOGT,5,0.3333333333333333
IGFBP6-PHF3,1,0.37037037037037035
RELA-USP1,5,0.3333333333333333
FBXW7-LETM2,2,0.4444444444444444
GRK6-TYMS,5,0.2962962962962963
CD81-PIAS3,5,0.48148148148148145
ARGLU1-SPAG7,5,0.3333333333333333
NAE1-SHPRH,5,0.37037037037037035
FBXW7-EIF4A3,5,0.37037037037037035
TDRD7-KRAS,5,0.4074074074074074
HBP1-UBE2H,5,0.48148148148148145
GTF2H4-PMF1,5,0.37037037037037035
CDC73-FH,5,0.4074074074074074
G3BP1-HRAS,5,0.4444444444444444
CKAP2-DEK,3,0.37037037037037035
NRAS-PINK1,5,0.3333333333333333
KRAS-TIAM1,5,0.48148148148148145
BRCA1-USP1,2,0.25925925925925924
KMT2E-PIK3R1,5,0.4074074074074074
BUD13-FAM76B,3,0.3333333333333333
PTEN-CHERP,5,0.48148148148148145
AGPAT4-EIF4G1,5,0.5185185185185185
PDRG1-PLIN2,3,0.3333333333333333
HRAS-MYBPC3,2,0.4444444444444444
PTTG1-PAFAH1B2,3,0.3333333333333333
DDX18-XRCC5,4,0.37037037037037035
SLC25A1-KRAS,5,0.4444444444444444
CDC5L-NMD3,5,0.5185185185185185
CSK-HMGA1,3,0.37037037037037035
DCAF7-NSMCE4A,4,0.37037037037037035
MRC2-NDUFAF2,5,0.25925925925925924
PTTG1-HIST1H2BN,1,0.25925925925925924
BAG3-LMNA,3,0.2962962962962963
GLMN-SIRPA,5,0.3333333333333333
MASTL-MRPS25,5,0.4444444444444444
ARGLU1-MRPL15,5,0.3333333333333333
NCOA2-TPPP3,5,0.37037037037037035
POLD1-USP1,4,0.2962962962962963
KRAS-MED31,5,0.4444444444444444
RPP38-ZNF830,5,0.5555555555555556
COPS5-HUS1,5,0.4444444444444444
KPTN-NAE1,4,0.37037037037037035
DCAF15-ILF3,3,0.2962962962962963
CCDC84-EIF3M,5,0.37037037037037035
MYC-SRSF8,5,0.4074074074074074
HEATR1-HRAS,5,0.4444444444444444
ABR-NRAS,5,0.48148148148148145
ATAD5-CDC7,2,0.4074074074074074
EIF2AK1-LTBP4,5,0.3333333333333333
MORC2-RASSF3,2,0.4074074074074074
PTCH2-BRCA1,2,0.3333333333333333
CWC22-EXOSC9,5,0.5185185185185185
MED14-RPL5,3,0.4074074074074074
FTSJ3-TFPI,5,0.4444444444444444
ARIH1-CENPP,5,0.4074074074074074
ARPC3-HRAS,3,0.48148148148148145
RTF1-SPAG7,5,0.37037037037037035
NDUFB5-SH3KBP1,5,0.3333333333333333
CATSPER1-HRAS,5,0.5185185185185185
NOL9-XRN2,5,0.48148148148148145
SUV39H1-AURKA,2,0.37037037037037035
NAE1-TNFAIP8,3,0.4444444444444444
BLM-ICK,5,0.37037037037037035
NAE1-NFIX,1,0.3333333333333333
MINA-UBL7,4,0.3333333333333333
ABL1-SKP1,3,0.5555555555555556
CNOT1-REXO2,5,0.5555555555555556
JADE2-TAPBP,3,0.4074074074074074
NAE1-TOP3A,5,0.37037037037037035
CDC7-ITGB3BP,2,0.5185185185185185
HRAS-KDM3B,5,0.48148148148148145
PTEN-ARNTL,5,0.48148148148148145
DAG1-SLCO4A1,5,0.3333333333333333
ARID1A-ARID1B,5,0.5185185185185185
PTTG1-UBB,3,0.37037037037037035
CENPP-CENPW,5,0.37037037037037035
ZNF517-BRCA1,2,0.3333333333333333
HRAS-POLE,2,0.2962962962962963
CDC23-GNL3L,5,0.4074074074074074
VPS52-PTAR1,5,0.4074074074074074
HMGCR-SKP2,3,0.2222222222222222
CAMK2D-DNAJB11,5,0.4074074074074074
BTBD2-MBD3,3,0.3333333333333333
TOP1-TSC1,5,0.48148148148148145
BCL2L2-SYNJ2BP,2,0.2222222222222222
FIP1L1-TIPIN,4,0.2962962962962963
FAS-NAE1,3,0.3333333333333333
KRAS-ANAPC4,5,0.4074074074074074
MRPL33-PSMD4,5,0.3333333333333333
MAP2K4-MSI2,5,0.48148148148148145
MFI2-TERF2IP,5,0.37037037037037035
PTTG1-IL4I1,3,0.4444444444444444
EXOSC4-NACA,4,0.2962962962962963
KRAS-MAP3K11,5,0.4074074074074074
MUS81-NELFA,4,0.3333333333333333
EXOSC3-PMF1,5,0.3333333333333333
TM7SF3-CLIC1,5,0.37037037037037035
DCXR-NRAS,5,0.37037037037037035
ID1-KLF5,3,0.2962962962962963
CDC23-MRPS9,5,0.48148148148148145
ARIH1-NACA,3,0.37037037037037035
ADA-FNTA,4,0.3333333333333333
CDK8-XPO4,5,0.4074074074074074
MCM3AP-VPS72,5,0.4444444444444444
PTTG1-ARL5B,5,0.2962962962962963
UQCRB-BRCA1,1,0.37037037037037035
CDKN1A-CDKN1B,5,0.37037037037037035
GTF2H4-METAP2,5,0.3333333333333333
CHEK2-HDAC2,5,0.4444444444444444
ABCA6-KIAA1524,2,0.2222222222222222
ABL1-ATF5,5,0.37037037037037035
EXOSC4-SRFBP1,5,0.37037037037037035
PTTG1-ALDH18A1,3,0.3333333333333333
ERI1-MTX1,5,0.4074074074074074
FAM3C-KRAS,5,0.37037037037037035
ATXN10-CTNNBL1,5,0.4444444444444444
DLAT-SSBP1,5,0.3333333333333333
MED28-NDUFB1,5,0.37037037037037035
GOLT1B-RPL36A,5,0.3333333333333333
ERI1-HES1,4,0.2962962962962963
RHOA-KLHL12,3,0.37037037037037035
LYL1-S100A11,3,0.37037037037037035
GTF2H1-TNFRSF10B,5,0.4074074074074074
BCL2L1-MED13L,4,0.37037037037037035
PTTG1-ZNF268,5,0.3333333333333333
CS-HRAS,5,0.37037037037037035
CABP4-TIPRL,2,0.5185185185185185
CAPRIN1-CUL4B,4,0.3333333333333333
CLIC4-KRAS,5,0.4444444444444444
DSTN-KDELR2,5,0.4074074074074074
DOCK1-SRRT,3,0.25925925925925924
RNF10-PAX8,4,0.2962962962962963
GOLM1-ATM,5,0.37037037037037035
DTWD1-RPRD1B,5,0.5185185185185185
TCEAL1-TCEAL4,5,0.37037037037037035
CYBRD1-TMEM9,3,0.4074074074074074
P2RY6-SLC16A5,3,0.4444444444444444
GTF2H4-MRPS27,4,0.4074074074074074
TIPARP-PTEN,5,0.4444444444444444
L3MBTL2-POLDIP3,3,0.3333333333333333
NUBP1-OGFOD1,5,0.48148148148148145
MYC-USP37,5,0.4444444444444444
KPNA2-NAE1,4,0.4074074074074074
MRPL22-RPL27,3,0.3333333333333333
EIF3C-PPP2R1A,5,0.3333333333333333
CDK9-PRKDC,5,0.5555555555555556
GPX4-HRAS,3,0.5925925925925926
LAPTM4B-UTRN,0,0.2222222222222222
PIK3C3-SDHB,5,0.4074074074074074
CTNNBL1-MRPL50,5,0.48148148148148145
INCENP-NAE1,1,0.2222222222222222
GNPAT-MASTL,5,0.4444444444444444
RB1-CDKN2A,2,0.25925925925925924
MUS81-AGK,5,0.48148148148148145
SNRNP200-KRAS,5,0.4074074074074074
TAB2-UBE2H,5,0.5925925925925926
DDX18-NUP54,5,0.37037037037037035
PTEN-FBXL6,5,0.2962962962962963
HRAS-SNW1,5,0.37037037037037035
CSK-FXYD2,3,0.25925925925925924
MRPS25-RBBP8,5,0.4074074074074074
HRAS-RMI2,2,0.3333333333333333
MAPKAP1-NDUFA8,5,0.4074074074074074
NRAS-PSMA4,3,0.4074074074074074
DDX50-HNRNPH3,5,0.37037037037037035
ILF3-KHSRP,5,0.37037037037037035
RIPK1-SLC4A2,5,0.48148148148148145
XPO7-RAD17,5,0.37037037037037035
EIF3D-PRIM2,5,0.37037037037037035
ARID1A-UPP1,5,0.4074074074074074
ETAA1-SURF4,2,0.4074074074074074
ATM-RELA,5,0.3333333333333333
PDCD1LG2-TPX2,1,0.48148148148148145
PRPF19-SF1,4,0.4074074074074074
NRAS-SLU7,5,0.48148148148148145
NAE1-SMC1A,5,0.37037037037037035
NRAS-SLC25A28,5,0.4074074074074074
HTATIP2-TP53BP2,5,0.5185185185185185
ARGLU1-CENPK,1,0.25925925925925924
GGH-NFATC1,5,0.4444444444444444
NDUFA9-TRRAP,5,0.3333333333333333
TLK1-CHEK1,2,0.4074074074074074
CSK-CETN2,4,0.4074074074074074
ARIH1-CEP192,5,0.5185185185185185
KRAS-R3HDM2,5,0.4444444444444444
FBXO28-CAPN7,5,0.37037037037037035
MDM4-PML,5,0.5555555555555556
BCR-RAP1A,5,0.2222222222222222
KLF12-SRRT,2,0.3333333333333333
MFI2-PIKFYVE,3,0.37037037037037035
CEP57L1-SLCO4A1,5,0.37037037037037035
FAM19A2-NUCB1,1,0.2222222222222222
NRAS-ZSCAN9,5,0.37037037037037035
DSTN-HNRNPH1,5,0.37037037037037035
PTPRCAP-RPS6KB2,5,0.3333333333333333
PLEKHO2-PTCD1,2,0.5555555555555556
UTP4-NRAS,5,0.5185185185185185
CDC26-EIF3D,5,0.4074074074074074
FAM72A-GPBAR1,3,0.3333333333333333
DIP2A-DCTN1,5,0.5555555555555556
NACA-POLR2K,4,0.37037037037037035
MUS81-TBC1D25,5,0.3333333333333333
GPSM3-TMEM38B,3,0.37037037037037035
GATAD1-MED16,3,0.37037037037037035
CDCA7L-ZMIZ1,3,0.25925925925925924
PNN-POLR2K,5,0.4074074074074074
KRAS-SHC1,5,0.5555555555555556
PHACTR1-UPP1,5,0.4444444444444444
METAP2-MRPS18A,5,0.4444444444444444
EIF4EBP1-TLR5,4,0.4074074074074074
WDHD1-MCM6,1,0.2962962962962963
FAM101B-PTCD1,2,0.4444444444444444
CDK8-NPEPPS,5,0.48148148148148145
CCDC112-HRAS,5,0.4444444444444444
PTTG1-MGAT1,3,0.4074074074074074
MUS81-COG7,5,0.48148148148148145
CREBBP-FH,5,0.3333333333333333
PANK2-SLC29A1,5,0.4074074074074074
NAE1-SRXN1,1,0.2962962962962963
METAP2-ZNF830,5,0.5555555555555556
FBXW11-PLOD3,4,0.4074074074074074
GTF2H4-TFB1M,3,0.37037037037037035
COPS2-KCTD10,5,0.5185185185185185
ATP11B-BRCA2,4,0.2962962962962963
CCT8-TTC4,5,0.3333333333333333
TUBB-WARS2,3,0.4074074074074074
ARFGEF1-AZIN1,5,0.4074074074074074
KRAS-TANGO6,5,0.4074074074074074
BCKDK-PRKCD,5,0.4074074074074074
EIF3M-TCF25,5,0.37037037037037035
ATG5-MMADHC,5,0.37037037037037035
BOD1L1-MBTPS2,5,0.48148148148148145
FIP1L1-G0S2,3,0.37037037037037035
NUP85-SAP30BP,5,0.37037037037037035
EP300-MMP19,5,0.5185185185185185
FH-GTPBP4,5,0.4444444444444444
BLM-SLC25A30,3,0.37037037037037035
PEX13-S100B,3,0.4444444444444444
VAMP3-PYGO2,5,0.3333333333333333
GBP4-PTGS1,3,0.5185185185185185
FANCM-NGDN,1,0.25925925925925924
BOD1L1-CENPM,2,0.48148148148148145
CBLL1-GALNS,5,0.4074074074074074
ATF7-CST3,3,0.4444444444444444
AGFG1-SLC17A9,5,0.37037037037037035
ASXL1-BRCA1,2,0.25925925925925924
NCAPD2-POLR3A,3,0.25925925925925924
KRAS-RPS17,5,0.2962962962962963
IGF2BP3-SNX29,2,0.4444444444444444
MUS81-UBA52,3,0.4444444444444444
NRAS-RCE1,5,0.2962962962962963
EGFL7-SKP2,3,0.2962962962962963
EEF1D-TAB2,3,0.4444444444444444
CENPE-EXOSC9,2,0.25925925925925924
FKBP7-NFRKB,5,0.3333333333333333
CASP9-TP53,5,0.4444444444444444
CSF1R-UCP2,4,0.5185185185185185
FAM76B-NRAS,5,0.37037037037037035
RPL5-TTC4,3,0.3333333333333333
NOTCH1-NOTCH2NL,5,0.4444444444444444
CD163-SCRIB,5,0.2962962962962963
AP4E1-TRPC4AP,5,0.37037037037037035
MRPL37-NFE2L1,5,0.48148148148148145
MED23-SCO1,3,0.48148148148148145
SPI1-ZNF117,3,0.2962962962962963
DTD2-S100A10,3,0.25925925925925924
HRAS-ZC3H15,5,0.4444444444444444
KRAS-TXNL4A,5,0.5185185185185185
MRPS25-PGK1,3,0.5555555555555556
FKBP7-LLPH,5,0.4074074074074074
FEN1-HELLS,2,0.2222222222222222
CASP3-CASP7,4,0.3333333333333333
NEDD9-FYN,5,0.4074074074074074
RPL13-SPAG7,3,0.37037037037037035
CNPY4-KLF5,5,0.3333333333333333
GTF2H1-RNGTT,5,0.4074074074074074
MEN1-ELK4,5,0.3333333333333333
BID-BRCA1,1,0.25925925925925924
HRAS-KANSL1,5,0.4074074074074074
ATAD3A-FBXO11,5,0.48148148148148145
AFF4-NCAPH,2,0.4074074074074074
CCNE2-PTGER2,5,0.2962962962962963
MUS81-AP3S2,5,0.5185185185185185
NUP54-POLA1,5,0.37037037037037035
CTNNBL1-REXO2,5,0.5555555555555556
ITGA5-TRIM33,5,0.4444444444444444
BLM-SNRNP200,4,0.37037037037037035
KRAS-SOS1,5,0.5555555555555556
ETV2-BRCA1,2,0.3333333333333333
ANKRD40-VARS,5,0.37037037037037035
PSMD5-TRIP6,5,0.4074074074074074
EFR3A-NFE2L1,5,0.48148148148148145
HRAS-PLK2,3,0.3333333333333333
FBXO28-RPL13,4,0.37037037037037035
GGA3-SRRM1,4,0.2962962962962963
CFH-RECQL,2,0.4074074074074074
MMAB-SLC39A1,5,0.4444444444444444
MASTL-NSMCE4A,5,0.4074074074074074
NDEL1-TFRC,5,0.37037037037037035
CCT2-SYNE2,2,0.5185185185185185
FAM120B-ZNF707,3,0.25925925925925924
VNN1-ZNF212,2,0.2962962962962963
DDHD2-SLCO4A1,5,0.4074074074074074
AGPAT4-DHX9,5,0.4074074074074074
MRPS18A-SAMHD1,3,0.3333333333333333
MRPS18A-RC3H2,5,0.48148148148148145
PTPN12-TMX2,5,0.48148148148148145
NRAS-PLB1,5,0.48148148148148145
NUP54-RPS5,3,0.4074074074074074
CENPM-SRSF7,2,0.3333333333333333
CSK-RPL4,4,0.37037037037037035
CD81-KCTD3,3,0.4074074074074074
PRDX1-PRDX2,3,0.4444444444444444
PTCD1-TNFSF14,2,0.6296296296296297
AXL-MAP2K7,3,0.37037037037037035
SLCO4A1-UST,2,0.5185185185185185
DUSP22-NRAS,4,0.2962962962962963
ENO1-LDHA,5,0.4444444444444444
TCFL5-VNN2,2,0.5185185185185185
HMMR-PCNA,1,0.4444444444444444
KRAS-OSBPL3,5,0.37037037037037035
KRAS-HMGCR,5,0.3333333333333333
FH-TRPM7,5,0.3333333333333333
BCAT2-RPS6KA4,5,0.3333333333333333
POLD1-TRRAP,4,0.3333333333333333
FAM136A-TOR1AIP2,5,0.37037037037037035
RAB18-RAB1B,5,0.48148148148148145
CRK-STAT5B,5,0.37037037037037035
DST-ZNF598,5,0.48148148148148145
ACBD6-MUL1,5,0.4074074074074074
LMF1-MFI2,5,0.37037037037037035
TP53-CSNK2A1,5,0.4074074074074074
NRAS-UTP15,5,0.3333333333333333
SLC15A4-TRIM11,3,0.4074074074074074
PTAR1-TRAPPC12,5,0.37037037037037035
G6PD-PFKL,5,0.4444444444444444
CSF1R-PLCB1,4,0.3333333333333333
CCND1-HERC5,4,0.3333333333333333
KRAS-PLCB2,5,0.4074074074074074
MINA-PTPN9,3,0.37037037037037035
RNF167-EMC6,5,0.48148148148148145
DBNL-ITGB1,5,0.3333333333333333
CAMK2G-PTGS1,5,0.3333333333333333
NEK1-NRAS,5,0.4444444444444444
NAE1-SNAPC4,2,0.2222222222222222
ATG9A-MRPL13,5,0.2962962962962963
DUSP18-SND1,5,0.4444444444444444
EIF3D-NDUFB1,3,0.2962962962962963
BLM-MCM3,5,0.3333333333333333
TAOK3-TYMS,5,0.2962962962962963
CSNK1G3-RFC2,4,0.37037037037037035
PRKAG2-BRCA1,2,0.2962962962962963
BCR-SCAF11,4,0.2222222222222222
PTEN-B3GAT3,5,0.5185185185185185
MSRB3-SF3B4,1,0.4074074074074074
